"";"Sp1.TL1";"Sp2.TL1";"Sp3.TL1";"Sp4.TL1";"Sp5.TL1";"Sp6.TL1";"Sp7.TL1";"Sp8.TL1";"Sp9.TL1";"Sp10.TL1";"Sp11.TL1";"Sp12.TL2";"Sp13.TL2";"Sp14.TL2";"Sp15.TL2";"Sp16.TL2";"Sp17.TL2";"Sp18.TL3";"Sp19.TL3";"Sp20.TL3"
"1";0,967000704567315;0,0933068230120577;0,101809165383669;0,0582401376354792;0,952567055510183;0,0574879321065478;0,0674526610972177;0,427614409590974;0,293469772326846;0,972963136699678;0,101809165383669;0,457150954941197;0,994881664961982;0,98833476326817;0,999785141332129;0;0,688646746729227;0,999959274756302;0,996059848298832;0,118409199528641
"2";0,978178193118407;0,101809165383669;0,11193796772787;0,0599655634957491;0,967000704567315;0,0590638750375519;0,0709754551718221;0,479665668741028;0,333947175261568;0,982707389693804;0,11193796772787;0,525437725421171;0,996434895249254;0,990024226832723;0,999862820723924;0;0,711537498270478;0,999968963044877;0,99736998821978;0,157852073860339
"3";0,986607191487026;0,11193796772787;0,123990166544329;0,0620314196324249;0,978178193118407;0,0609522007518079;0,0751790083088526;0,533941791246377;0,378801588295638;0,989928510759558;0,123990166544329;0,590673178916114;0,997585945054871;0,991162625244784;0,999910686021256;0;0,735661760957948;0,999975038255734;0,99828695654671;0,201752036038695
"4";0,992716392177674;0,123990166544329;0,138303737376523;0,0645016889185207;0,986607191487026;0,0632115503346562;0,080193548453343;0,589187589390726;0,427614409590974;0,995009842988238;0,138303737376523;0,651338071335636;0,998409771894382;0,991863707702045;0,999940244453108;0;0,760717115392626;0,999978711973421;0,998908609254057;0,250059086738234
"5";0,996841768596641;0,138303737376523;0,155254406961889;0,0674526610972177;0,992716392177674;0,0659117724370818;0,0861745172505661;0,644002158464209;0,479665668741028;0,998238978185992;0,155254406961889;0,706265518080716;0,99897949061039;0,992197582410005;0,999958602949559;0;0,786323393626249;0,999980679757056;0,999317667087448;0,302514417378022
"6";0,999222230138961;0,155254406961889;0,175246580831295;0,0709754551718221;0,996841768596641;0,0691362277820822;0,0933068230120577;0,696967060339259;0,533941791246377;0,999806292577755;0,175246580831295;0,754723623501899;0,999360609849084;0,992197582410005;0,999970087023459;0;0,812032335352159;0,999981299044502;0,999579659752543;0,358610019208833
"7";1;0,175246580831295;0,198696241149456;0,0751790083088526;0,999222230138961;0,0729845405639523;0,101809165383669;0,746785114422431;0,589187589390726;0,999806292577755;0,198696241149456;0,796430309347944;0,999607698892413;0,991863707702045;0,999977303119949;0;0,837346394528829;0,999980679757056;0,99974357536079;0,417565504821333
"8";0,999222230138961;0,198696241149456;0,22600366103094;0,080193548453343;1;0,0775758295273963;0,11193796772787;0,79240335060926;0,644002158464209;0,998238978185992;0,22600366103094;0,831505722980737;0,999763366031523;0,991162625244784;0,999981809310998;0;0,861746839550175;0,999978711973421;0,999844187440318;0,47833282236289
"9";0,996841768596641;0,22600366103094;0,257514528789856;0,0861745172505661;0,999222230138961;0,0830524143278124;0,123990166544329;0,833096657973155;0,696967060339259;0,995009842988238;0,257514528789856;0,860380912860535;0,999858996626524;0,990024226832723;0,999984525603941;0;0,88472954741913;0,999975038255734;0,999905073276161;0,539637427169783
"10";0,992716392177674;0,257514528789856;0,293469772326846;0,0933068230120577;0,996841768596641;0,0895839257458402;0,138303737376523;0,86849872770734;0,746785114422431;0,989928510759558;0,293469772326846;0,883687311860652;0,999916526386667;0,98833476326817;0,99998597744534;0;0,905844853947304;0,999968963044877;0,999941594517294;0,600058878424933
"11";0,986607191487026;0,293469772326846;0,333947175261568;0,101809165383669;0,992716392177674;0,0973716378793054;0,155254406961889;0,898580364479282;0,79240335060926;0,982707389693804;0,333947175261568;0,902149609150276;0,99995058456951;0,985926733257766;0,999986433867121;0;0,924736004440807;0,999959274756302;0,999963428830898;0,658145224515929
"12";0,978178193118407;0,333947175261568;0,378801588295638;0,11193796772787;0,986607191487026;0,106652670577056;0,175246580831295;0,923587202601131;0,833096657973155;0,972963136699678;0,378801588295638;0,916497405923038;0,999970535181327;0,982566151108878;0,99998597744534;0;0,941169822234943;0,9999439346478;0,999976508917053;0,712545945990623
"13";0,967000704567315;0,378801588295638;0,427614409590974;0,123990166544329;0,978178193118407;0,11770346544842;0,198696241149456;0,94395551854425;0,86849872770734;0,960225061779171;0,427614409590974;0,927402325593912;0,999982165946487;0,97793867342457;0,999984525603941;0;0,955053763511402;0,999919557590192;0,999984396491426;0,762140870409637
"14";0,952567055510183;0,427614409590974;0,479665668741028;0,138303737376523;0,967000704567315;0,130841609579363;0,22600366103094;0,960225061779171;0,898580364479282;0,94395551854425;0,479665668741028;0,935439969313089;0,999988953114537;0,97163737175642;0,999981809310998;0;0,966435755684432;0,999880572838181;0,999989198604562;0,806140610384479
"15";0,93431889637478;0,479665668741028;0,533941791246377;0,155254406961889;0,952567055510183;0,146424676060893;0,257514528789856;0,972963136699678;0,923587202601131;0,923587202601131;0,533941791246377;0,941071682579005;0,999992938846292;0,96315653943938;0,999977303119949;0,0139524670363276;0,975486710867856;0,999817911769006;0,999992150314528;0,844139330818868
"16";0,911694285710353;0,533941791246377;0,589187589390726;0,175246580831295;0,93431889637478;0,164844312948374;0,293469772326846;0,982707389693804;0,94395551854425;0,898580364479282;0,589187589390726;0,944639490454764;0,999995304132297;0,951897344893362;0,999970087023459;0,039355040309625;0,982469371397543;0,999717037463511;0,999993971684485;0,876111858239126
"17";0,884194760577753;0,589187589390726;0,644002158464209;0,198696241149456;0,911694285710353;0,186513442636184;0,333947175261568;0,989928510759558;0,960225061779171;0,86849872770734;0,644002158464209;0,946367934457168;0,999996725391015;0,937191572516032;0,999958602949559;0,0684166805570895;0,987699954843112;0,999555134988785;0,999995080262873;0,902360539454807
"18";0,851468249628013;0,644002158464209;0,696967060339259;0,22600366103094;0,884194760577753;0,211844309508125;0,378801588295638;0,995009842988238;0,972963136699678;0,833096657973155;0,696967060339259;0,946367934457168;0,999997588264645;0,918348149389721;0,999940244453108;0,101456792253999;0,991509998249879;0,999297363510386;0,999995714492039;0,923428133697818
"19";0,813396908136184;0,696967060339259;0,746785114422431;0,257514528789856;0,851468249628013;0,241215494200881;0,427614409590974;0,998238978185992;0,982707389693804;0,79240335060926;0,746785114422431;0,944639490454764;0,999998112175135;0,894722981505916;0,999910686021256;0,138740068038534;0,994214666250348;0,998892280363176;0,999996003350692;0,939997958004883
"20";0,770172847927034;0,746785114422431;0,79240335060926;0,293469772326846;0,813396908136184;0,274927202452372;0,479665668741028;0,999806292577755;0,989928510759558;0,746785114422431;0,79240335060926;0,941071682579005;0,999998421294526;0,865806107589765;0,999862820723924;0,180438453800665;0,996091194429609;0,998266912100189;0,999996003350692;0,952800808351512
"21";0,722342196300549;0,79240335060926;0,833096657973155;0,333947175261568;0,770172847927034;0,313146382570601;0,533941791246377;0,999806292577755;0,995009842988238;0,696967060339259;0,833096657973155;0,935439969313089;0,999998584148279;0,831312974059372;0,999785141332129;0,226586302636746;0,997368155314931;0,997322437471248;0,999995714492039;0,962541783275245
