"";"Sp1.TL1";"Sp2.TL1";"Sp3.TL1";"Sp4.TL1";"Sp5.TL1";"Sp6.TL1";"Sp7.TL1";"Sp8.TL1";"Sp9.TL1";"Sp10.TL1";"Sp11.TL1";"Sp12.TL2";"Sp13.TL2";"Sp14.TL2";"Sp15.TL2";"Sp16.TL2";"Sp17.TL2";"Sp18.TL3";"Sp19.TL3";"Sp20.TL3"
"1";1;0;0;0;1;0;0;0;0;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"2";1;0;0;0;1;0;0;0;0;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"3";1;0;0;0;1;0;0;0;0;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"4";1;0;0;0;1;0;0;1;0;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"5";1;0;0;0;1;0;0;1;0;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"6";1;0;0;0;1;0;0;1;0;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"7";1;0;0;0;1;0;0;1;1;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"8";1;0;0;0;1;0;0;1;1;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"9";1;0;0;0;1;0;0;1;1;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
"10";1;0;0;0;1;0;0;1;1;1;0;0,350320033109685;0,461863748335062;0,326656988977129;0,386517574604202;0,614962772462215;0,700236345177046;0,636027568291666;0,781186801255708;0,606967354030251
