"";"Sp1.TL1";"Sp2.TL1";"Sp3.TL1";"Sp4.TL2";"Sp5.TL3"
"1";0,833333333332735;0,833581119775072;0,833333333332735;1;0,999999947462713
"2";0,833333333332735;0,835023429841613;0,833333333332735;1;0,999999947462713
"3";0,833333333332735;0,843148249836052;0,833333333332735;1;0,999999947462713
"4";0,833333333332735;0,880926867691076;0,833333333332735;1;0,999999947462713
"5";0,833333333332735;0,979583049916324;0,833333333332735;1;0,999999947462713
"6";0,833333333332735;0,999999995359829;0,83333333333351;1;0,999999947462713
"7";0,833333333332735;1;0,833333333351738;1;0,999999947462713
"8";0,833333333332735;1;0,833333333700667;1;0,999999947462713
"9";0,833333333332735;1;0,833333339384271;1;0,999999947462713
"10";0,833333333332735;1;0,833333418135006;1;0,999999947462713
"11";0,833333333332835;1;0,83333434597981;1;0,999999947462713
"12";0,833333333336757;1;0,833343637700158;1;0,999999947462713
"13";0,833333333418131;1;0,833422683915024;1;0,999999947462713
"14";0,833333334855122;1;0,833993547135597;1;0,999999947462713
"15";0,833333356444002;1;0,837489734906744;1;0,999999947462713
"16";0,833333632296653;1;0,855534223298203;1;0,999999947462713
"17";0,833336628865402;1;0,926143700216895;1;0,999999947462713
"18";0,833364289363131;1;0,999532001605521;1;0,999999947462713
"19";0,833581119775072;1;1;1;0,999999947462713
"20";0,835023429841613;1;1;1;0,999999947462713
"21";0,843148249836052;0,999999995359829;1;1;0,999999947462713
"22";0,880926867691076;0,979583049916324;1;1;0,999999947462713
"23";0,979583049916324;0,880926867691076;1;1;0,999999947462713
"24";0,999999995359829;0,843148249836052;1;1;0,999999947462713
"25";1;0,835023429841613;1;1;0,999999947462713
"26";1;0,833581119775072;1;1;0,999999947462713
"27";1;0,833364289363131;1;1;0,999999947462713
"28";1;0,833336628865402;1;1;0,999999947462713
"29";1;0,833333632296653;1;1;0,999999947462713
"30";1;0,833333356444002;1;1;0,999999947462713
"31";1;0,833333334855122;1;1;0,999999947462713
"32";1;0,833333333418131;1;1;0,999999947462713
"33";1;0,833333333336757;1;1;0,999999947462713
"34";1;0,833333333332835;0,999532001605521;1;0,999999947462713
"35";1;0,833333333332735;0,926143700216895;1;0,999999947462713
"36";1;0,833333333332735;0,855534223298204;1;0,999999947462713
"37";1;0,833333333332735;0,837489734906744;1;0,999999947462713
"38";1;0,833333333332735;0,833993547135597;1;0,999999947462713
"39";0,999999995359829;0,833333333332735;0,833422683915024;1;0,999999947462713
"40";0,979583049916324;0,833333333332735;0,833343637700158;1;0,999999947462713
"41";0,880926867691076;0,833333333332735;0,83333434597981;1;0,999999947462713
"42";0,843148249836052;0,833333333332735;0,833333418135006;1;0,999999947462713
"43";0,835023429841613;0,833333333332735;0,833333339384271;1;0,999999947462713
"44";0,833581119775072;0,833333333332735;0,833333333700667;1;0,999999947462713
"45";0,833364289363131;0,833333333332735;0,833333333351738;1;0,999999947462713
"46";0,833336628865402;0,833333333332735;0,83333333333351;1;0,999999947462713
"47";0,833333632296653;0,833333333332735;0,833333333332735;1;0,999999947462713
"48";0,833333356444002;0,833333333332735;0,833333333332735;1;0,999999947462713
"49";0,833333334855122;0,833333333332735;0,833333333332735;1;0,999999947462713
"50";0,833333333418131;0,833333333332735;0,833333333332735;1;0,999999947462713
"51";0,833333333336757;0,833333333332735;0,833333333332735;1;0,999999947462713
