"";"Sp1.TL1";"Sp2.TL1";"Sp3.TL1";"Sp4.TL2";"Sp5.TL3"
"Sp1.TL1";-1;0;0;0,377053640505513;0
"Sp2.TL1";0;-1;0;5,90288449520696;3,27805185053306
"Sp3.TL1";0;0;-1;6,22006186428753;0
"Sp4.TL2";-0,377053640505513;-5,90288449520696;-6,22006186428753;0;6,72194814946694
"Sp5.TL3";0;-3,27805185053306;0;-6,72194814946694;0
