"";"x"
"Sp1.TL1";0,0917627345129966
"Sp2.TL1";0,0342565825218415
"Sp3.TL1";0,0721502605429193
"Sp4.TL2";0,0404883074921685
"Sp5.TL3";0,0698123492536495
