"";"x"
"Sp1.TL1";0,0394056477282073
"Sp2.TL1";0,0307803530492839
"Sp3.TL1";0,0260454836175883
"Sp4.TL2";0,0269905901462881
"Sp5.TL3";0,0790742107899383
