"";"Sp1.TL1";"Sp2.TL1";"Sp3.TL1";"Sp4.TL2";"Sp5.TL3"
"Sp1.TL1";-1;0;0;0;2,07800765660275
"Sp2.TL1";0;-1;0;12,5;0
"Sp3.TL1";0;0;-1;0;5,64484849104553
"Sp4.TL2";0;-12,5;0;0;2,27714385235172
"Sp5.TL3";-2,07800765660275;0;-5,64484849104553;-2,27714385235172;0
