"";"x"
"Sp1.TL1";0,00889314805144567
"Sp2.TL1";0,00973078629126151
"Sp3.TL1";0,00382395436447983
"Sp4.TL2";0,00468320956741163
"Sp5.TL3";0,0128798971652113
