"";"x"
"Sp1.TL1";0,019465421863822
"Sp2.TL1";0,0924791800418953
"Sp3.TL1";0,0303735547892171
"Sp4.TL2";0,0356622804473117
"Sp5.TL3";0,0533402116236596
