"";"x"
"Sp1.TL1";0,00370977566021575
"Sp2.TL1";0,0173984899403638
"Sp3.TL1";0,0109347436409569
"Sp4.TL2";0,00519320981394125
"Sp5.TL3";16,1016566087036
