"";"Sp1.TL1";"Sp2.TL1";"Sp3.TL1";"Sp4.TL2";"Sp5.TL3"
"Sp1.TL1";-1;0;0;0;6,26017353325262
"Sp2.TL1";0;-1;0;0,313253550176584;0
"Sp3.TL1";0;0;-1;12,1867464498234;0
"Sp4.TL2";0;-0,313253550176584;-12,1867464498234;0;3,73982646674738
"Sp5.TL3";-6,26017353325262;0;0;-3,73982646674738;0
